timestamp,value,demand,rarity,last_change,stability
2026-07-13T09:00:00Z,1,1,3,-1,Stable
2026-07-13T09:00:00Z,0.03,2,2,0,Stable
2026-07-13T12:00:00Z,1,1,3,-1,Stable
2026-07-13T12:00:00Z,0.03,2,2,0,Stable
2026-07-13T15:00:00Z,1,1,3,-1,Stable
2026-07-13T15:00:00Z,0.03,2,2,0,Stable
2026-07-13T18:00:00Z,1,1,3,-1,Stable
2026-07-13T18:00:00Z,0.03,2,2,0,Stable
2026-07-13T21:00:00Z,1,1,3,-1,Stable
2026-07-13T21:00:00Z,0.03,2,2,0,Stable
2026-07-14T06:00:00Z,1,1,3,-1,Stable
2026-07-14T06:00:00Z,0.03,2,2,0,Stable
2026-07-14T09:00:00Z,1,1,3,-1,Stable
2026-07-14T09:00:00Z,0.03,2,2,0,Stable
2026-07-14T12:00:00Z,1,1,3,-1,Stable
2026-07-14T12:00:00Z,0.03,2,2,0,Stable
2026-07-14T15:00:00Z,1,1,3,-1,Stable
2026-07-14T15:00:00Z,0.03,2,2,0,Stable
2026-07-14T18:00:00Z,1,1,3,-1,Stable
2026-07-14T18:00:00Z,0.03,2,2,0,Stable
2026-07-14T21:00:00Z,1,1,3,-1,Stable
2026-07-14T21:00:00Z,0.03,2,2,0,Stable
2026-07-15T06:00:00Z,1,1,3,-1,Stable
2026-07-15T06:00:00Z,0.03,2,2,0,Stable
2026-07-15T09:00:00Z,1,1,3,-1,Stable
2026-07-15T09:00:00Z,0.03,2,2,0,Stable
2026-07-15T12:00:00Z,1,1,3,-1,Stable
2026-07-15T12:00:00Z,0.03,2,2,0,Stable
2026-07-15T15:00:00Z,1,1,3,-1,Stable
2026-07-15T15:00:00Z,0.03,2,2,0,Stable
