timestamp,value,demand,rarity,last_change,stability
2026-07-13T09:00:00Z,40,2,4,10,Stable
2026-07-13T09:00:00Z,0.15,2,3,0,Stable
2026-07-13T12:00:00Z,40,2,4,10,Stable
2026-07-13T12:00:00Z,0.15,2,3,0,Stable
2026-07-13T15:00:00Z,40,2,4,10,Stable
2026-07-13T15:00:00Z,0.15,2,3,0,Stable
2026-07-13T18:00:00Z,40,2,4,10,Stable
2026-07-13T18:00:00Z,0.15,2,3,0,Stable
2026-07-13T21:00:00Z,45,2,4,5,Stable
2026-07-13T21:00:00Z,0.15,2,3,0,Stable
2026-07-14T06:00:00Z,45,2,4,5,Stable
2026-07-14T06:00:00Z,0.15,2,3,0,Stable
